"vote_count","id","video","vote_average","title","popularity","poster_path","original_language","original_title","genre_ids","backdrop_path","adult","overview","release_date"
1655,10545,FALSE,6.9,"The Hunchback of Notre Dame",14.372367,"/gpMXF2Bp7GHTT8GbMgf7yuBEyuV.jpg","en","The Hunchback of Notre Dame","18, 16, 10751","/cHada6eEf0hCOr25paU9YEt6N6l.jpg",FALSE,"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.","1996-06-21"
1007,11430,FALSE,6.4,"The Lion King 1½",14.366637,"/nCSu6jqZXqbXW1HeeveMYNOU02H.jpg","en","The Lion King 1½","16, 35, 10751","/pql1l2FPU5e4nPxoY2TbYaPwjLj.jpg",FALSE,"Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.","2004-02-06"
3448,1979,FALSE,5.4,"Fantastic 4: Rise of the Silver Surfer",14.362999,"/fXpziQgnBnB4bLgjKhjTbLQumE5.jpg","en","4: Rise of the Silver Surfer","12, 14, 28, 53","/540v7lmQRfl0YOErigwjvvKByvG.jpg",FALSE,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.","2007-06-13"
134,257785,FALSE,6.1,"Tulip Fever",14.358285,"/qoOWoobioQckgbk4B9Dqn2mBMSJ.jpg","en","Tulip Fever","18, 10749","/4cuMgrl1TVGjMaRQ3bKWTu61nem.jpg",FALSE,"An artist falls for a married young woman while he's commissioned to paint her portrait. The two invest in the risky tulip market in hopes to build a future together.","2017-07-13"
62,438740,FALSE,7.6,"Salyut-7",14.351314,"/s2ktgF2ze4aVt9bXBUvxFJllqyd.jpg","ru","Салют-7","28, 18, 12","/blmWWBCi7U7pnNtd0Ykv4MQPABW.jpg",FALSE,"Salyut 7, the Soviet space station, was orbiting Earth in unmanned regime. Suddenly it stops responding to signals from the Ground Control. Fall of this station, the pride of soviet science and space industry, would not only damage the image of the country, but also bring upon tragedy, probably with loss of life. Astronauts have to be sent to the station to find what caused the breakdown and prevent the catastrophe. However, nobody has ever docked an uncontrolled object in space. To this day this is the most technically complicated mission in the history of the world of space navigation.","2017-09-22"
589,15144,FALSE,6.9,"Sixteen Candles",14.349289,"/rzTrRQg5ek47Yl0Vfenc69r9gOd.jpg","en","Sixteen Candles","35, 10749","/xCIgY4mUmO4tbDVlntym9PdZ9H8.jpg",FALSE,"A teenage girls deals with her parents forgetting her birthday and a crush on her high school's heartthrob.","1984-05-04"
2341,1573,FALSE,6.7,"Die Hard 2",14.340388,"/zSgL998DXaljsCmwQuwDM8Ak4rV.jpg","en","Die Hard 2","28, 53","/kywkOlRpYtfVlar41R1s8lO46vD.jpg",FALSE,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.","1990-07-02"
3236,256591,FALSE,6.7,"Focus",14.33635,"/9IElGiLkxPLUWZ3avy31bNSG3Tq.jpg","en","Focus","10749, 35, 80, 18","/czjU8NpPVTx5NzEk0zxe433xN9R.jpg",FALSE,"Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.","2015-02-25"
88,28468,FALSE,4.8,"The Key",14.335577,"/dMbUksaajIEvIvqKIZgA9kmUiQW.jpg","it","La chiave","18, 10749","/bYbnlh6VXFRtcSX82UMDsBDLB5j.jpg",FALSE,"After twenty years of marriage, art professor Nino Rolfe attempts to break down his wife Teresa's conventional modesty. Noticing her affection for their daughter's fiancé, Nino instigates her sexual interest in him as well. This sets off a chain of unexpected events and emotional complications, as Nino and his unpredictable fascist daughter find that they both enjoy being jealous.","1983-10-18"
701,700,FALSE,6.2,"Octopussy",14.327574,"/s1GeJcwTclopbed1Bo2hjunSika.jpg","en","Octopussy","12, 28, 53","/nOp4RM4AYlW8Ux0XHBTqXbPlSgY.jpg",FALSE,"James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Fabergé egg. James Bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.","1983-06-05"
657,241239,FALSE,6.5,"A Most Violent Year",14.321546,"/7xvfhwi1RjF27z3TfaJFAsIaO3x.jpg","en","A Most Violent Year","80, 18, 53","/cPg2OJ56J6p0da12Hez5u5iiFd6.jpg",FALSE,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.","2014-12-30"
2287,253412,FALSE,6.7,"Everest",14.288145,"/t3ELL46AnqjS9djz1vEVh4MpKv0.jpg","en","Everest","12, 18","/uoEGDW5hgEjV14XVIaB0ImqSHgx.jpg",FALSE,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.","2015-09-10"
3087,223702,FALSE,5.6,"Sausage Party",14.287992,"/w90cORtNWQAd2k93aFlIBbpQYTC.jpg","en","Sausage Party","12, 16, 35, 14","/49qeJLCgTDCxesSV7tgtosqhMQX.jpg",FALSE,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.","2016-07-11"
2332,380,FALSE,7.6,"Rain Man",14.285968,"/A9XB6BmDlxqag4EFG4aM8R08B5t.jpg","en","Rain Man","18","/eZ4Aj1O6E95Mk5O9oKKdvfnSWzf.jpg",FALSE,"Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.","1988-12-11"
54,22705,FALSE,5.5,"Cheeky",14.284993,"/kZITrLEiTfzzJhtwtXhQUl3ImCQ.jpg","it","Tra(sgre)dire","35, 18, 10749","/98ahnrena4PwLth7HFYGLf9yssH.jpg",FALSE,"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment that overlooks the Thames. There she meet the lesbian hyper-horny real estate agent Moira.","2000-01-28"
0,460549,FALSE,0,"Sema",14.282786,"/sqsV4uai31DXPMgeBa1oMONMT4b.jpg","ta","செம","28, 35","/8Abxg6hl2HyEkYvZ0eVnPSC0Je.jpg",FALSE,"A vegetable vendor marries a girl against her father's wish. The couple, with the help of their respective mothers, manage to hide it from the girl's father till she gives birth to a child","2018-05-25"
0,458663,FALSE,0,"Puberty: Sexual Education For Boys And Girls",14.278613,"/mSKfcyVs7ceaawkRXy7wreDhVkq.jpg","en","Sexuele Voorlichting","99","/ikn6LCWNoKGx0DtoKP3mjZtB1DY.jpg",FALSE,"This sex education movie explore themes of body development, sexual hygiene, masturbation, menstruation, puberty, sex and giving birth.","1991-01-01"
782,418078,FALSE,5.7,"It Comes at Night",14.278161,"/h9VOirT4dKXzVyVzZZxPfAghmRV.jpg","en","It Comes at Night","27, 53, 9648, 18","/6h9pjTsWzaUWuUszHHbeI1JWE1.jpg",FALSE,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son, but this will soon be put to test when a desperate young family arrives seeking refuge.","2017-06-09"
4555,4922,FALSE,7.4,"The Curious Case of Benjamin Button",14.274663,"/4O4INOPtWTfHq3dd5vYTPV0TCwa.jpg","en","The Curious Case of Benjamin Button","14, 18, 53, 9648, 10749","/u4izHlsHk8jwalt5m7E2uzP8q9E.jpg",FALSE,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.","2008-12-25"
3419,72559,FALSE,5.4,"G.I. Joe: Retaliation",14.269875,"/swk1AHwPvIJv8NUFM1qpFuaT642.jpg","en","G.I. Joe: Retaliation","12, 28, 878, 53","/b9OVFl48ZV2oTLzACSwBpNrCUhJ.jpg",FALSE,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.","2013-03-26"
171,420622,FALSE,7.2,"Professor Marston and the Wonder Women",14.253526,"/tbrzHlnE8dNpllLWEe9bwDGNzLe.jpg","en","Professor Marston and the Wonder Women","18, 10749","/dFabKD0pGsOIBvqMsZRH6UVZmnx.jpg",FALSE,"The unconventional life of Dr. William Marston, the Harvard psychologist and inventor who helped invent the modern lie detector test and created Wonder Woman in 1941.","2017-10-13"
2052,267860,FALSE,5.8,"London Has Fallen",14.250674,"/9j2AmDhZvdwMyYKpqe4CtBkN1Tw.jpg","en","London Has Fallen","28, 80, 53","/qh3huQzcRUXZZihUE0cV6kW0SuE.jpg",FALSE,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.","2016-03-02"
294,9474,FALSE,7.1,"My Name Is Nobody",14.2444,"/rCoO8HqyJiFMhsAOUjjnw8gMgj9.jpg","it","Il mio nome è Nessuno","35, 37","/rFM1Ff7Sgga3b8zDII8j2zpo23x.jpg",FALSE,"Jack Beauregard, one of the greatest gunman of the Old West, only wants to retire in peace and move to Europe. But a young gunfighter, known as ""Nobody"", who idolizes Beauregard, wants him to go out in glory. So he arranges for Jack to face the 150-man gang known as The Wild Bunch and earn his place in history.","1973-12-13"
220,13939,FALSE,6.9,"Death Wish",14.241338,"/n0MJPBLSCtt7DBYZGFsOfQkZCWt.jpg","en","Death Wish","28, 80, 18, 53","/kIPE9R2pEOl6SpZN2IzUe0eG3ut.jpg",FALSE,"After his wife is murdered by street punks, a pacifistic New York City architect becomes a one-man vigilante squad, prowling the streets for would-be muggers after dark.","1974-07-24"
1917,215,FALSE,6.4,"Saw II",14.234909,"/vC7ggR8njwtQOZRmrSvMtHqy9hx.jpg","en","Saw II","27","/5iHDEhrsL0ObbdbIzTK23jHgkFA.jpg",FALSE,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...","2005-10-28"
799,8914,FALSE,5.7,"Deep Blue Sea",14.231979,"/r386y8YpePXoS7P4jHWZRTF36Zb.jpg","en","Deep Blue Sea","28, 878, 53","/adGAeyRgc7jQyXaBFyQGWGCrdJo.jpg",FALSE,"On a remote former submarine refueling facility called Aquatica, a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility.","1999-07-28"
2077,9340,FALSE,7.4,"The Goonies",14.215949,"/bZUbpjwnarSHJK40W9sGpyedWhx.jpg","en","The Goonies","12, 35, 10751","/qKeyO9gXaaK0g87tvvqOPK1siwc.jpg",FALSE,"A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.","1985-06-07"
424,51620,FALSE,5.6,"Death Race 2",14.215875,"/5ARRXaWPgtIT9qKl8Db3MNuGvo3.jpg","en","Death Race 2","28, 53, 878","/bseydp1fQprD46706fkYijd4Q3t.jpg",FALSE,"In the world's most dangerous prison, a new game is born: Death Race. The rules of this adrenaline-fueled blood sport are simple, drive or die. When repentant convict Carl Lucas discovers there's a price on his head, his only hope is to survive a twisted race against an army of hardened criminals and tricked-out cars.","2010-11-12"
234,173,FALSE,6.8,"20,000 Leagues Under the Sea",14.215254,"/yhoL2CxBp9IwMhHrCj6FIb2lrYR.jpg","en","20,000 Leagues Under the Sea","12, 18, 878, 10751","/y2PFn5oP0jWt5Kk0EwFcWenqawp.jpg",FALSE,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.","1954-12-23"
708,698,FALSE,6,"Moonraker",14.207133,"/pz2r25q3NzNTDGygTYesq5mvwbz.jpg","en","Moonraker","28, 12, 53, 878","/7RQHirxidRnCEG7zKaKFdE9tiRb.jpg",FALSE,"During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.","1979-06-26"
35,465136,FALSE,6.8,"Every Day",14.193737,"/4UnME3icxSspwL0UoGZNSyyp7Xs.jpg","en","Every Day","18, 14, 10749","/hcoeD3oLP7t2dwMK7mnRAUkUxWS.jpg",FALSE,"16-year old Rhiannon falls in love with a mysterious spirit named “A” that inhabits a different body every day. Feeling an unmatched connection, Rhiannon and “A” work each day to find each other, not knowing what the next day will bring.","2018-02-22"
3129,50544,FALSE,6.6,"Friends with Benefits",14.191492,"/tmVuyRSS9RYFs73YGbMnFous7DH.jpg","en","Friends with Benefits","10749, 35","/qdXjrmEnMz5red9mCfOmYBIULaF.jpg",FALSE,"Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship.","2011-07-21"
794,76494,FALSE,5.8,"What to Expect When You're Expecting",14.191023,"/4vD9uLJHfTOx9vRHdKEXgGvqYZU.jpg","en","What to Expect When You're Expecting","10749, 35, 18","/pQVTUyQUqTKB9nWw0OeJrRrQOp2.jpg",FALSE,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.","2012-05-17"
1832,1452,FALSE,5.4,"Superman Returns",14.188022,"/e3aLTaD5ppxo3en0GAGceekEPAe.jpg","en","Superman Returns","12, 14, 28, 878","/pkX4ytzAXswpMhea0JKxgA5Vmqo.jpg",FALSE,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.","2006-06-28"
2815,28,FALSE,8.1,"Apocalypse Now",14.185932,"/jcvJ2xcVWU9Wh0hZAxcs103s8nN.jpg","en","Apocalypse Now","18, 10752","/k91Dag8AZbhjIJqrtf7F1bQnGPg.jpg",FALSE,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","1979-08-15"
970,42188,FALSE,6.8,"Never Let Me Go",14.176169,"/i5sE6EINofvT7Xq0rpZz9jRbRMS.jpg","en","Never Let Me Go","18, 10749, 878","/91usy6D1cqS6xcj7t3gN6wfOBk3.jpg",FALSE,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.","2010-09-15"
376,574,FALSE,7.3,"The Man Who Knew Too Much",14.171395,"/lCT93MysDK9cEii1YqGOR6lRkgR.jpg","en","The Man Who Knew Too Much","12, 80, 18, 9648, 53","/hKmWNqNSleSFkuJRB7KR1hH0Txp.jpg",FALSE,"A widescreen, Technicolor remake by Hitchcock of his 1934 film of the same title. A couple (James Stewart, Doris Day) vacationing in Morocco with their young son accidentally stumble upon an assassination plot. When the child is kidnapped to ensure their silence, they have to take matters into their own hands to save him.","1956-06-01"
648,8836,FALSE,5.5,"The X Files: I Want to Believe",14.152579,"/6IHiWSCS1tAqfxrwEXTJ9A1LD7R.jpg","en","The X Files: I Want to Believe","18, 9648, 878, 53","/qCayj1JM9VnlHsOyzswYOZIP6G.jpg",FALSE,"Six years after the events of The X-Files series finale, former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows, a Catholic hospital, and treating a boy named Christian who has Sandhoff disease, a terminal brain condition. FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder, the fugitive former head of the X-Files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young FBI agent Monica Banan.  Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.","2008-07-24"
4774,51876,FALSE,7.1,"Limitless",14.14058,"/bQfOFEeXxi51ijQrbQY9qvMtYhZ.jpg","en","Limitless","53, 9648, 878","/9ISArgiVBdNLASKmvflRDMOYYMj.jpg",FALSE,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.","2011-03-08"
4093,787,FALSE,6.5,"Mr. & Mrs. Smith",14.135219,"/dqs5BmwSULtB28Kls3IB6khTQwp.jpg","en","Mr. & Mrs. Smith","28, 35, 18, 53","/n4GhKs24bQK2XsdlZ5bZFljzlsK.jpg",FALSE,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.","2005-06-07"
683,342473,FALSE,7.2,"Ballerina",14.12765,"/qBxMhcmNnFniuDAZTKEHcSgKtsn.jpg","en","Ballerina","16, 12, 35, 10751","/wlLdcK3Sm7zp0w1ZuVvnFlmcchM.jpg",FALSE,"Set in 1879 Paris. An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.","2016-12-14"
1829,228161,FALSE,6.8,"Home",14.126433,"/8WmT9i9sili2uLNzGGm3nc7AUR3.jpg","en","Home","14, 35, 16, 878, 10751","/6xjBbCZp3bXFps5ET1Y4zfq6bws.jpg",FALSE,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.","2015-03-18"
1884,23168,FALSE,7.1,"The Town",14.11962,"/zX4fKmDXKGt4hlzhAJirdlRKFgO.jpg","en","The Town","80, 18, 53","/zpaTddJYsrQApEnWxe783DNhTqD.jpg",FALSE,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.","2010-09-15"
281,11069,FALSE,5.8,"Tremors 2: Aftershocks",14.11573,"/paM021FyQsgsErxRa7ywRz7EQCv.jpg","en","Tremors 2: Aftershocks","27, 28, 35, 878","/2bDHsCIznQT0ZS6SdsTnJS4fPvV.jpg",FALSE,"Those supersucking desert creatures are back --- and this time they're south of the border. As the creatures worm their way through the oil fields of Mexico, the only people who can wrangle them are veteran Earl Bassett and survivalist Burt Gummer. Add to that team a young punk out for cash and a fearless scientist, and the critters don't stand a chance.","1996-04-09"
955,381289,FALSE,6.9,"A Dog's Purpose",14.112776,"/3jcNvhtVQe5Neoffdic39fRactM.jpg","en","A Dog's Purpose","35, 18, 10751, 14","/2ddVTlMyATZdvUHE7DPExA2X6xF.jpg",FALSE,"A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.","2017-01-19"
1881,289,FALSE,8,"Casablanca",14.092517,"/wOBKAoUJZb5qTsWv5XXvVV2vUzz.jpg","en","Casablanca","18, 10749","/xRqsFFteJrvLHxswk78NzU7zOrU.jpg",FALSE,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.","1942-11-26"
605,72784,FALSE,6.4,"The Loft",14.087874,"/9hE6vesQoSREyvJha9z0g5OryHH.jpg","en","The Loft","53","/j7qWyikT1eKNezNKxqPkkC8lKz8.jpg",FALSE,"For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.","2014-10-14"
1796,205587,FALSE,7.2,"The Judge",14.080467,"/v6s65U6qisvxWgO3cNnreaaaite.jpg","en","The Judge","18","/qzIu5zbI190k6BHbYgaQA93IZ9K.jpg",FALSE,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.","2014-10-08"
1332,817,FALSE,6.2,"Austin Powers: The Spy Who Shagged Me",14.071854,"/yhg0l1Ddd2thQOSUUQx9jBrGI12.jpg","en","Austin Powers: The Spy Who Shagged Me","12, 35, 80, 878","/84gZXcZlpVJcYUqQ4k3Qjc9s6Ke.jpg",FALSE,"When diabolical genius, Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo’, Austin must return to the swingin' '60s himself – with the help of American agent, Felicity Shagwell – to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions and saves the world in his own unbelievably groovy way.","1999-06-08"
3760,121856,FALSE,5.4,"Assassin's Creed",14.065035,"/tIKFBxBZhSXpIITiiB5Ws8VGXjt.jpg","en","Assassin's Creed","28, 12, 878","/r8aRipzR4wlDx0m7Bpi43Q84imc.jpg",FALSE,"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day.","2016-12-21"
1788,339988,FALSE,5.4,"The Circle",14.063347,"/bQVqd5rWrx5GbXhJNuvKy4Viz6j.jpg","en","The Circle","18, 53, 878","/hENBbG0J4zf4fFB3OVAC50poojR.jpg",FALSE,"A young tech worker takes a job at a powerful Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will determine the future of humanity.","2017-04-27"
143,13004,FALSE,6.9,"Barbie and the Diamond Castle",14.060829,"/dvjFM3GgYm3gDZ6Ulw0JurDYs4r.jpg","en","Barbie and the Diamond Castle","16, 10751","/yjImlENdW0SAT5yUvxCbbFdY0Sn.jpg",FALSE,"Liana and Alexa (Barbie and Teresa) are best friends who share everything, including their love of singing. One day while walking through the forest home from the village, the girls meet an old beggar who gives them a magical mirror. As they clean the mirror and sing, a musical apprentice muse named Melody appears in the mirror's surface, and tells the girls about the secret of the Diamond Castle.","2008-01-01"
449,353326,FALSE,7.1,"The Man Who Knew Infinity",14.050373,"/stXjVMZlY8khhjiJYrq4DdQ5uyV.jpg","en","The Man Who Knew Infinity","18, 99","/A5ACRzx0eNuKI8qISuOBFWICFE4.jpg",FALSE,"Growing up poor in Madras, India, Srinivasa Ramanujan Iyengar earns admittance to Cambridge University during WWI, where he becomes a pioneer in mathematical theories with the guidance of his professor, G.H. Hardy.","2016-04-08"
2663,299687,FALSE,5.7,"The 5th Wave",14.050175,"/cgxEscv6TQRK6a514FwuJOjcqQ5.jpg","en","The 5th Wave","12, 878","/4obYMyIZALl7svc83fn7KelTZDp.jpg",FALSE,"16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.","2016-01-14"
2729,50014,FALSE,8,"The Help",14.046025,"/6u85CuvnbrzWMhKbGk4Bm5RnO3V.jpg","en","The Help","18","/dskiB6nk4VA9pmw20L9oN7I4tkO.jpg",FALSE,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.","2011-08-09"
2180,31011,FALSE,7.9,"Mr. Nobody",14.042721,"/jxd2XSsnUHHUbo50nzVnVnHRPVJ.jpg","en","Mr. Nobody","878, 18, 10749, 14","/r9jAdQDK1tYq2wlFPBJBH9UX5TX.jpg",FALSE,"Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.","2009-11-06"
1396,303858,FALSE,6.4,"Money Monster",14.031657,"/p7KDmC2beuKCCMO49L767OgwLQr.jpg","en","Money Monster","53, 18","/24JDK9dRRRzkBjHBsKQIGs7sBkj.jpg",FALSE,"Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.","2016-05-12"
3280,63,FALSE,7.5,"Twelve Monkeys",14.006018,"/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg","en","Twelve Monkeys","878, 53, 9648","/6KXbhaxkgExC5EdDqAzRinhmoZ8.jpg",FALSE,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.","1995-12-29"
202,14047,FALSE,7,"The Great Debaters",13.998477,"/yPUA5rdLy6TQTip1KvfUDz1hfsl.jpg","en","The Great Debaters","18","/3VxesUXsQsgkZde1KqrKHHzg3hw.jpg",FALSE,"The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African American college students into an historical powerhouse that took on the Harvard elite.","2007-12-27"
806,262543,FALSE,5.6,"Automata",13.99647,"/wwo81W8PxHREEprnrJRww471hWm.jpg","en","Autómata","53, 878","/281QVUuSYKBgtdxmr5iAM7YDUZw.jpg",FALSE,"Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.","2014-10-09"
1955,134374,FALSE,6.1,"Pain & Gain",13.995385,"/mFaT4CfHGlRXAWe8qS7IJHwZgeb.jpg","en","Pain & Gain","53, 80, 28, 35","/uWREpRwvl2AYqKNmrubGgE68gnC.jpg",FALSE,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.","2013-04-18"
